Salary,Salary Range,yrs of experience,Available_Budget_Salary_Alignment,Available_Budget_Salary_increase,err,err_YOE,Normalize Err,Normalize Err_YOE,Total Salary increase,new Salary
79608,83221,13,790.7939031324719,720.0,3613,46969,0.12534258456201214,0.15444130973753953,1510.7939031324718,81118.79390313248
79711,80466,2,0.0,720.0,755,1510,0.026192541196877712,0.004965112685040872,720.0,80431.0
57169,81240,12,4863.258755937337,720.0,24071,288852,0.8350737207285343,0.9497898869532622,5583.258755937337,62752.258755937335
80702,82771,2,0.0,720.0,2069,4138,0.07177797051170859,0.013606381649469621,720.0,81422.0
71224,83205,14,2824.0546860274235,720.0,11981,167734,0.41564614050303555,0.5515352391474474,3544.0546860274235,74768.05468602742
68583,78041,4,636.9587375355592,720.0,9458,37832,0.32811795316565484,0.12439744576189818,1356.958737535559,69939.95873753556
76241,78288,7,0.0,720.0,2047,14329,0.07101474414570685,0.047115960042351426,720.0,76961.0
63446,83834,3,1029.7881217653028,720.0,20388,61164,0.7073026886383348,0.20111665713101978,1749.7881217653028,65195.788121765305
61225,79416,12,3675.274813229866,720.0,18191,218292,0.631084128360798,0.7177777339357232,4395.274813229866,65620.27481322986
74886,82371,4,0.0,720.0,7485,29940,0.25967042497831744,0.09844733363584351,720.0,75606.0
70081,84166,10,2371.4220284913176,720.0,14085,140850,0.48863833477883784,0.46313650442914356,3091.4220284913176,73172.42202849132
62097,79400,2,582.6441655517965,720.0,17303,34606,0.6002775368603642,0.11378986064802941,1302.6441655517965,63399.6441655518
63237,77130,14,3274.734308737083,720.0,13893,194502,0.4819774501300954,0.639552547990609,3994.734308737083,67231.73430873708
70571,81615,5,929.7119234170433,720.0,11044,55220,0.3831396357328708,0.18157186918407744,1649.7119234170432,72220.71192341704
60321,77247,8,2279.797756719576,720.0,16926,135408,0.5871986123156981,0.4452423698384201,2999.797756719576,63320.79775671958
76375,79730,6,0.0,720.0,3355,20130,0.11639202081526452,0.06619054195355811,720.0,77095.0
63878,81782,5,1507.2041177887306,720.0,17904,89520,0.6211274934952299,0.29435555467871444,2227.2041177887304,66105.20411778873
65085,84851,12,3993.4847978836533,720.0,19766,237192,0.685724197745013,0.7799238463511354,4713.484797883653,69798.48479788365
82761,77538,2,0.0,720.0,-5223,-10446,-0.1811968777103209,-0.03434805768737546,720.0,83481.0
70001,78800,6,888.8665571329117,720.0,8799,52794,0.30525585429314833,0.17359480734705152,1608.8665571329116,71609.86655713292
83594,76276,6,0.0,720.0,-7318,-43908,-0.25387684301821334,-0.1443762700495196,720.0,84314.0
57005,82054,5,2108.6883348128863,720.0,25049,125245,0.8690026019080659,0.4118248597602278,2828.6883348128863,59833.68833481288
57916,81462,6,2378.594380526371,720.0,23546,141276,0.8168603642671293,0.4645372580740624,3098.594380526371,61014.594380526374
67532,84019,5,1387.9174648113717,720.0,16487,82435,0.571968777103209,0.271058982908175,2107.9174648113717,69639.91746481137
75209,76267,13,0.0,720.0,1058,13754,0.036704249783174325,0.04522527143712063,720.0,75929.0
76294,77274,12,0.0,720.0,980,11760,0.03399826539462272,0.03866869216958983,720.0,77014.0
83432,77907,10,0.0,720.0,-5525,-55250,-0.191673894189072,-0.18167051380695906,720.0,84152.0
68015,75048,13,1539.3450098894757,720.0,7033,91429,0.24398959236773635,0.3006326408480807,2259.3450098894755,70274.34500988948
58828,84208,7,2991.1738557455974,720.0,25380,177660,0.8804856895056374,0.584173456704875,3711.1738557455974,62539.1738557456
58629,75392,7,1975.61258250053,720.0,16763,117341,0.5815437987857762,0.38583528978502046,2695.61258250053,61324.61258250053
58088,79811,14,5120.352219729048,720.0,21723,304122,0.7536166522116219,1.0,5840.352219729048,63928.352219729044
80369,75752,8,0.0,720.0,-4617,-36936,-0.16017346053772766,-0.12145125969183419,720.0,81089.0
78700,79348,13,0.0,720.0,648,8424,0.022480485689505638,0.027699410105155167,720.0,79420.0
62979,80619,5,1484.9799283843395,720.0,17640,88200,0.6119687771032091,0.29001519127192377,2204.9799283843395,65183.97992838434
79328,82223,13,633.641945632025,720.0,2895,37635,0.10043365134431917,0.12374967940497564,1353.641945632025,80681.64194563203
82639,80362,11,0.0,720.0,-2277,-25047,-0.07899392888117954,-0.08235839564385346,720.0,83359.0
72206,83955,4,791.2484888248347,720.0,11749,46996,0.40759757155247184,0.154530089898133,1511.2484888248346,73717.24848882483
67774,83936,8,2176.8930251743936,720.0,16162,129296,0.5606938421509107,0.4251451720033408,2896.8930251743936,70670.89302517439
56389,81285,3,1257.4850441175683,720.0,24896,74688,0.8636947094535993,0.2455856531260481,1977.4850441175683,58366.485044117566
74741,83209,10,1425.7154233059618,720.0,8468,84680,0.2937727666955768,0.27844088885381524,2145.715423305962,76886.71542330596
80723,80274,10,0.0,720.0,-449,-4490,-0.015576756287944492,-0.014763811891280473,720.0,81443.0
83808,83186,12,0.0,720.0,-622,-7464,-0.02157849089332177,-0.024542782172943752,720.0,84528.0
58204,80896,6,2292.324118020233,720.0,22692,136152,0.7872333044232437,0.44768875648588397,3012.324118020233,61216.32411802023
81786,77097,9,0.0,720.0,-4689,-42201,-0.16267129228100607,-0.1387633910075562,720.0,82506.0
70094,81478,3,575.0003913172557,720.0,11384,34152,0.3949349522983521,0.1122970386884211,1295.0003913172557,71389.00039131725
78634,81743,8,0.0,720.0,3109,24872,0.10785776235906332,0.08178296867704409,720.0,79354.0
68781,81825,12,2635.3847871898392,720.0,13044,156528,0.45252385082393753,0.5146881843470712,3355.3847871898392,72136.38478718983
58896,79573,11,3829.41303595502,720.0,20677,227447,0.7173287077189939,0.7478807846850934,4549.41303595502,63445.41303595502
58098,76099,3,909.2218942464792,720.0,18001,54003,0.6244926279271465,0.17757018564918026,1629.2218942464792,59727.22189424648
62944,81654,10,3150.1104830012455,720.0,18710,187100,0.6490893321769298,0.6152136313716206,3870.1104830012455,66814.11048300125
74475,82045,8,1019.6188714620816,720.0,7570,60560,0.2626192541196878,0.19913061205700344,1739.6188714620816,76214.61887146208
65563,84528,13,4150.956649019467,720.0,18965,246545,0.6579358196010408,0.8106779516115243,4870.956649019467,70433.95664901947
75266,77392,12,0.0,720.0,2126,25512,0.07375542064180399,0.08388738729851836,720.0,75986.0
83685,83520,5,0.0,720.0,-165,-825,-0.00572419774501301,-0.002712727129244185,720.0,84405.0
56590,78020,4,1443.2253907154823,720.0,21430,85720,0.7434518647007806,0.28186056911371093,2163.2253907154823,58753.22539071548
60787,75348,3,735.469140721237,720.0,14561,43683,0.5051517779705117,0.14363643537790755,1455.469140721237,62242.46914072124
68039,81388,14,3146.5074704765943,720.0,13349,186886,0.4631049436253252,0.6145099663950652,3866.5074704765943,71905.5074704766
62746,79298,4,1114.7114637014777,720.0,16552,66208,0.5742237640936687,0.21770210639151394,1834.7114637014777,64580.711463701475
72464,81097,4,581.3982640245805,720.0,8633,34532,0.29949696444058976,0.11354653724492145,1301.3982640245804,73765.39826402458
75947,84797,14,2086.043232730381,720.0,8850,123900,0.3070251517779705,0.40740229250103577,2806.043232730381,78753.04323273039
67490,84574,10,2876.348877156241,720.0,17084,170840,0.5926799653078925,0.5617482457697898,3596.348877156241,71086.34887715624
84475,79951,13,0.0,720.0,-4524,-58812,-0.15694709453599306,-0.1933829186971018,720.0,85195.0
62647,80344,9,2681.600999246699,720.0,17697,159273,0.6139462272333044,0.5237141673407383,3401.600999246699,66048.6009992467
62064,80385,10,3084.616470286789,720.0,18321,183210,0.6355941023417172,0.6024227119379723,3804.616470286789,65868.61647028678
79402,79554,4,0.0,720.0,152,608,0.005273200346921076,0.001999197690400563,720.0,80122.0
78297,84403,2,0.0,720.0,6106,12212,0.2118300086730269,0.04015493782100604,720.0,79017.0
55358,75780,11,3782.186633470689,720.0,20422,224642,0.708482220294883,0.7386575124456632,4502.186633470688,59860.18663347069
57440,83336,5,2179.990942485309,720.0,25896,129480,0.8983868169991327,0.4257501923570146,2899.990942485309,60339.99094248531
63382,76586,14,3112.32936101378,720.0,13204,184856,0.4580745880312229,0.6078350135800764,3832.32936101378,67214.32936101378
65273,76027,3,543.179392851877,720.0,10754,32262,0.37307892454466607,0.10608242744687987,1263.1793928518769,66536.17939285187
84775,83684,10,0.0,720.0,-1091,-10910,-0.03784908933217693,-0.03587376118794431,720.0,85495.0
76588,83722,7,840.7814927852284,720.0,7134,49938,0.24749349522983521,0.16420383924872256,1560.7814927852282,78148.78149278523
79302,79722,14,0.0,720.0,420,5880,0.014570685169124024,0.019334346084794916,720.0,80022.0
78052,77768,6,0.0,720.0,-284,-1704,-0.009852558542931484,-0.005603014579675262,720.0,78772.0
59510,75661,5,1359.6321328421463,720.0,16151,80755,0.5603122289679098,0.26553488402680503,2079.6321328421463,61589.63213284215
80363,80602,5,0.0,720.0,239,1195,0.00829141370338248,0.003929344144784001,720.0,81083.0
76462,75369,3,0.0,720.0,-1093,-3279,-0.037918473547267996,-0.010781857280959616,720.0,77182.0
78387,80523,3,0.0,720.0,2136,6408,0.07410234171725932,0.021070491447511195,720.0,79107.0
55911,78306,13,4901.6965017026605,720.0,22395,291135,0.7769297484822203,0.9572967427545525,5621.6965017026605,61532.69650170266
