Salary,Salary Range,yrs of experience,Available_Budget_Salary_Alignment,Available_Budget_Salary_increase,err,err_YOE,Normalize Err,Normalize Err_YOE,Total Salary increase,new Salary
83948.91786528876,83221,17,0.0,920.0,-727.917865288764,-12374.603709908988,-0.05231379853731038,-0.07988150504743977,920.0,84868.91786528876
82711.0,80466,6,0.0,920.0,-2245.0,-13470.0,-0.16134303513717407,-0.0869525924395786,920.0,83631.0
76927.77919250769,81240,16,2533.4296631915317,920.0,4312.220807492311,68995.53291987698,0.3099094847494366,0.4453853343825977,3453.4296631915317,80381.20885569922
83702.0,82771,6,0.0,920.0,-931.0,-5586.0,-0.0669088488698036,-0.036059181987192726,920.0,84622.0
82492.96009632091,83205,18,0.0,920.0,712.0399036790914,12816.718266223645,0.051172685611744186,0.08273547734341849,920.0,83412.96009632091
74764.3001570285,78041,8,962.5305556171753,920.0,3276.699842971502,26213.598743772018,0.23548895229332914,0.16921606295039776,1882.5305556171752,76646.83071264568
79241.0,78288,11,0.0,920.0,-953.0,-10483.0,-0.06848993874642624,-0.06767067754596158,920.0,80161.0
72886.71462577814,83834,7,2813.794375858868,920.0,10947.285374221858,76630.997619553,0.7867564582582401,0.4946743804195479,3733.794375858868,76620.50900163701
76590.33602595858,79416,16,1660.077544640199,920.0,2825.663974041425,45210.6235846628,0.20307403200428176,0.2918471363397464,2580.077544640199,79170.41357059877
79951.70784880874,82371,8,710.6670522420033,920.0,2419.2921511912573,19354.33720953006,0.17386901494732315,0.1249376240028536,1630.6670522420031,81582.37490105075
81573.52648459212,84166,14,1332.693384315155,920.0,2592.4735154078808,36294.62921571033,0.18631516502835052,0.23429191551145379,2252.693384315155,83826.21986890727
69467.5705256352,79400,6,2188.238315700964,920.0,9932.429474364806,59594.57684618884,0.7138210769175699,0.3846995510108244,3108.238315700964,72575.80884133615
76041.89363559069,77130,18,719.170282850902,920.0,1088.1063644093083,19585.91455936755,0.07819972533891928,0.1264325201363842,1639.170282850902,77681.06391844159
77917.75247676772,81615,9,1221.8247379226552,920.0,3697.247523232276,33275.22770909048,0.26571275592503113,0.21480083989032794,2141.824737922655,80059.57721469038
72556.02709086706,77247,12,2066.959888146876,920.0,4690.9729091329355,56291.674909595225,0.3371295353700521,0.36337840134783117,2986.959888146876,75542.98697901393
79375.0,79730,10,0.0,920.0,355.0,3550.0,0.025513041190956258,0.02291623631481099,920.0,80295.0
74360.16508816698,81782,9,2452.684446760503,920.0,7421.8349118330225,66796.5142064972,0.533390365684713,0.43119005762301954,3372.684446760503,77732.84953492747
81627.15115985567,84851,16,1894.0111478235863,920.0,3223.848840144332,51581.58144230931,0.2316906711324476,0.3329734393869378,2814.0111478235863,84441.16230767926
85761.0,77538,6,0.0,920.0,-8223.0,-49338.0,-0.5909682752485446,-0.3184904978310266,920.0,86681.0
76693.97399742003,78800,10,773.3064041384728,920.0,2106.0260025799653,21060.260025799653,0.1513552905719651,0.13594982974720907,1693.3064041384728,78387.28040155851
86594.0,76276,10,0.0,920.0,-10318.0,-103180.0,-0.7415311521360188,-0.6660555670316051,920.0,87514.0
70752.8390106812,82054,9,3734.680455455322,920.0,11301.1609893188,101710.4489038692,0.8121886924679395,0.6565692064131197,4654.680455455322,75407.51946613652
72111.61466589573,81462,10,3433.3445319133652,920.0,9350.38533410427,93503.8533410427,0.6719908906487762,0.6035933519742996,4353.344531913365,76464.95919780909
77366.51499044792,84019,9,2198.4383523839397,920.0,6652.4850095520815,59872.36508596873,0.47809894104484874,0.3864927512779432,3118.4383523839397,80484.95334283185
78209.0,76267,17,0.0,920.0,-1942.0,-33014.0,-0.13956711547278045,-0.21311454244990705,920.0,79129.0
79294.0,77274,16,0.0,920.0,-2020.0,-32320.0,-0.14517279776262434,-0.2086345796323074,920.0,80214.0
86432.0,77907,14,0.0,920.0,-8525.0,-119350.0,-0.6126723271912735,-0.7704374096261103,920.0,87352.0
75184.05464884345,75048,17,0.0,920.0,-136.05464884344838,-2312.9290303386224,-0.009777937634264754,-0.014930599503838453,920.0,76104.05464884345
75094.69825797733,84208,11,3680.919442804138,920.0,9113.301742022668,100246.31916224935,0.6549522330417965,0.6471178421442454,4600.919442804137,79695.61770078147
70098.1900541762,75392,11,2138.2028717692683,920.0,5293.809945823799,58231.90940406179,0.38045405973210283,0.37590315407497027,3058.2028717692683,73156.39292594547
77182.83067140779,79811,18,1737.0556236474067,920.0,2628.1693285922083,47307.04791465975,0.18888054179487568,0.30538013785026175,2657.0556236474067,79839.8862950552
83369.0,75752,12,0.0,920.0,-7617.0,-91404.0,-0.5474164359197572,-0.5900382152447842,920.0,84289.0
81700.0,79348,17,0.0,920.0,-2352.0,-39984.0,-0.1690328813552933,-0.25810782896095846,920.0,82620.0
73340.50197892361,80619,9,2405.31608478774,920.0,7278.49802107639,65506.48218968751,0.5230890699155367,0.4228625425382637,3325.31608478774,76665.81806371135
82961.64194563203,82223,17,0.0,920.0,-738.6419456320291,-12556.913075744495,-0.05308451375852966,-0.08105836265585942,920.0,83881.64194563203
85639.0,80362,15,0.0,920.0,-5277.0,-79155.0,-0.37924596722443993,-0.5109675170419334,920.0,86559.0
79307.06121866596,83955,8,1365.3319840290853,920.0,4647.938781334044,37183.51025067235,0.3340367706513197,0.24002988955453644,2285.331984029085,81592.39320269504
79549.70111129517,83936,12,1932.7129011392824,920.0,4386.298888704827,52635.58666445792,0.3152333076714702,0.33977733593561454,2852.7129011392826,82402.41401243446
67370.54749145944,81285,7,3576.449034925221,920.0,13914.452508540562,97401.16755978393,1.0,0.6287515980671861,4496.449034925221,71866.99652638465
82412.61258566924,83209,14,0.0,920.0,796.3874143307621,11149.42380063067,0.057234549030365865,0.07197262833499452,920.0,83332.61258566924
83723.0,80274,14,0.0,920.0,-3449.0,-48286.0,-0.24787177202143137,-0.3116995455484404,920.0,84643.0
86808.0,83186,16,0.0,920.0,-3622.0,-57952.0,-0.2603048878694185,-0.37409626110307787,920.0,87728.0
71965.13611901308,80896,10,3279.3015020686703,920.0,8930.863880986915,89308.63880986915,0.6418408396237821,0.5765120765974822,4199.301502068671,76164.43762108176
84786.0,77097,13,0.0,920.0,-7689.0,-99957.0,-0.5525909118796132,-0.6452502065688908,920.0,85706.0
76457.15049033127,81478,7,1290.5151943518986,920.0,5020.849509668726,35145.94656768108,0.3608370150810443,0.22687684987399995,2210.5151943518986,78667.66568468318
81634.0,81743,12,0.0,920.0,109.0,1308.0,0.007833581661448541,0.008443503408386697,920.0,82554.0
80300.5788868041,81825,16,895.5973823640613,920.0,1524.4211131959019,24390.73781113443,0.10955667226290264,0.15744898917536684,1815.5973823640613,82116.17626916817
75524.14546700154,79573,15,2230.033106873223,920.0,4048.8545329984627,60732.81799497694,0.2909819506382528,0.39204721386966107,3150.033106873223,78674.17857387476
66722.83883820465,76099,7,2409.9663653905063,920.0,9376.161161795346,65633.12813256742,0.6738433406589548,0.4236800772862491,3329.9663653905063,70052.80520359516
77582.64127585404,81654,14,2092.9327935639276,920.0,4071.358724145961,56999.02213804345,0.2925992755839296,0.36794452423339347,3012.9327935639276,80595.57406941797
81085.08747715686,82045,12,0.0,920.0,959.9125228431367,11518.95027411764,0.06898672601411743,0.07435802438879906,920.0,82005.08747715686
81997.5329019732,84528,17,1579.5649706825418,920.0,2530.4670980267983,43017.94066645557,0.18185890508258382,0.2776927588983137,2499.5649706825416,84497.09787265574
78266.0,77392,16,0.0,920.0,-874.0,-13984.0,-0.06281238873491767,-0.09027060524684982,920.0,79186.0
86685.0,83520,9,0.0,920.0,-3165.0,-28485.0,-0.22746133906866636,-0.18387858913447636,920.0,87605.0
67577.66394136887,78020,8,3067.436143110562,920.0,10442.336058631132,83538.68846904906,0.7504669013906026,0.5392654440524237,3987.436143110562,71565.10008447943
68236.04800902461,75348,7,1827.9938660142277,920.0,7111.951990975387,49783.66393682771,0.5111197861798829,0.32136738236435985,2747.993866014228,70984.04187503883
80406.8916244177,81388,18,648.4513013191963,920.0,981.1083755823056,17659.9507604815,0.07051002365922125,0.11399988871411834,1568.4513013191963,81975.34292573688
71775.30756482256,79298,8,2209.7908494426088,920.0,7522.692435177436,60181.53948141949,0.5406387661002168,0.3884885579000948,3129.7908494426088,74905.09841426517
78314.08982274175,81097,8,817.4798448184783,920.0,2782.9101772582508,22263.281418066006,0.20000141403696095,0.143715667075927,1737.4798448184783,80051.56966756022
84700.78859451461,84797,18,0.0,920.0,96.21140548538824,1731.8052987369883,0.006914494510390155,0.011179284359746104,920.0,85620.78859451461
81022.56935140175,84574,14,1825.6572736853288,920.0,3551.4306485982524,49720.029080375534,0.25523322936482173,0.32095660168596063,2745.6572736853286,83768.22662508707
87475.0,79951,17,0.0,920.0,-7524.0,-127908.0,-0.5407327378049434,-0.8256816773393927,920.0,88395.0
75998.03049400823,80344,13,2074.5213312532446,920.0,4345.969505991772,56497.60357789304,0.31233492681974057,0.3647077281159177,2994.5213312532446,78992.55182526147
76438.02751287006,80385,14,2028.99049514279,920.0,3946.9724871299404,55257.614819819166,0.28365992012314717,0.35670325617007825,2948.9904951427898,79387.01800801285
82402.0,79554,8,0.0,920.0,-2848.0,-22784.0,-0.20467927130096739,-0.14707705019624046,920.0,83322.0
81822.02078128725,84403,6,0.0,920.0,2580.979218712746,15485.875312276476,0.18548909611273348,0.09996562766135919,920.0,82742.02078128725
71803.78418071746,75780,15,2190.0250663010124,920.0,3976.2158192825445,59643.23728923817,0.2857615717788379,0.3850136676902898,3110.0250663010124,74913.80924701846
71574.96648617029,83336,9,3886.653950117954,920.0,11761.033513829709,105849.30162446738,0.8452386830607166,0.6832866506433806,4806.653950117954,76381.62043628824
75633.4113089396,76586,18,629.6015727859292,920.0,952.5886910604022,17146.59643908724,0.06846037891003703,0.11068604394163938,1549.6015727859292,77183.01288172553
71420.81670475469,76027,7,1183.9330215010125,920.0,4606.1832952453115,32243.28306671718,0.3310358989991219,0.20813935051330548,2103.9330215010123,73524.7497262557
87775.0,83684,14,0.0,920.0,-4091.0,-57274.0,-0.29401084933014665,-0.3697195827308407,920.0,88695.0
82696.2516191755,83722,11,0.0,920.0,1025.7483808245015,11283.232189069517,0.0737181991310766,0.07283639865904201,920.0,83616.2516191755
82302.0,79722,18,0.0,920.0,-2580.0,-46440.0,-0.18541872189483705,-0.2997831026647387,920.0,83222.0
81052.0,77768,10,0.0,920.0,-3284.0,-32840.0,-0.23601359794676155,-0.21199132410658955,920.0,81972.0
69190.94376050183,75661,9,2138.15134623678,920.0,6470.056239498168,58230.50615548351,0.4649882009749868,0.3758940957155257,3058.15134623678,72249.0951067386
83363.0,80602,9,0.0,920.0,-2761.0,-24849.0,-0.1984267795161415,-0.16040719892584177,920.0,84283.0
79462.0,75369,7,0.0,920.0,-4093.0,-28651.0,-0.29415458477347595,-0.18495016525511257,920.0,80382.0
81387.0,80523,7,0.0,920.0,-864.0,-6048.0,-0.062093711518271005,-0.03904152034703574,920.0,82307.0
75009.00846417862,78306,17,2058.043885526596,920.0,3296.9915358213766,56048.8561089634,0.23694727002716878,0.3618109385261529,2978.043885526596,77987.05234970522
