Salary,Salary Range,yrs of experience,Available_Budget_Salary_Alignment,Available_Budget_Salary_increase,err,err_YOE,Normalize Err,Normalize Err_YOE,Total Salary increase,new Salary
77853.61338148611,83205,16,1811.6236196795699,780.0,5351.38661851389,85622.18589622225,0.26123519182642285,0.41893129276225577,2591.62361967957,80445.23700116567
71417.0846042856,78041,6,840.9064632042858,780.0,6623.915395714401,39743.492374286405,0.32335540905508126,0.19445652391340393,1620.906463204286,73037.99106748989
77681.0,78288,9,0.0,780.0,607.0,5463.0,0.029631527815621433,0.026729306527330552,780.0,78461.0
67309.33464160479,83834,5,1748.1727286695195,780.0,16524.665358395214,82623.32679197607,0.806673939392296,0.404258507803502,2528.1727286695195,69837.50737027431
69692.59214291383,79416,14,2880.2368468653403,780.0,9723.407857086175,136127.70999920645,0.4746613350574645,0.6660441675695312,3660.2368468653403,73352.82898977917
76958.2590297492,82371,6,687.1477960723012,780.0,5412.740970250801,32476.445821504807,0.26423028767502527,0.15890039818437587,1467.1477960723012,78425.4068258215
76152.84119653628,84166,12,2034.5419969809952,780.0,8013.158803463724,96157.90564156469,0.3911732091858766,0.47048034686427065,2814.5419969809955,78967.38319351728
65016.88314165203,79400,4,1217.2917078653675,780.0,14383.116858347967,57532.46743339187,0.702131346397811,0.28149422612132413,1997.2917078653675,67014.1748495174
70727.01939173383,77130,16,2167.6234092588466,780.0,6402.980608266167,102447.68973225867,0.3125701779188197,0.5012549335292691,2947.6234092588466,73674.64280099267
73994.3036687802,81615,7,1128.6891743389444,780.0,7620.696331219806,53344.87431853864,0.3720146216028729,0.2610052164236029,1908.6891743389444,75902.99284311914
66383.58279931672,77247,10,2298.519126227946,780.0,10863.417200683281,108634.17200683281,0.5303124364987594,0.5315240862005101,3078.519126227946,69462.10192554466
77815.0,79730,8,0.0,780.0,1915.0,15320.0,0.09348332086806432,0.07495752809787737,780.0,78595.0
68583.39405199062,81782,7,1954.8244677923399,780.0,13198.605948009383,92390.24163606568,0.6443078406521688,0.45204596171051387,2734.82446779234,71318.21851978295
74176.19810285562,84851,14,3162.0557533988876,780.0,10674.801897144382,149447.22656002134,0.5211049247800366,0.7312137522207992,3942.0557533988876,78118.25385625451
84201.0,77538,4,0.0,780.0,-6663.0,-26652.0,-0.3252633769942102,-0.13040261350291302,780.0,84981.0
73270.6555463563,78800,8,935.9341538611312,780.0,5529.344453643702,44234.755629149615,0.2699224447780814,0.21643132754404185,1715.934153861131,74986.58970021743
85034.0,76276,8,0.0,780.0,-8758.0,-70064.0,-0.4275336418603171,-0.34280837132178066,780.0,85814.0
63045.74912313323,82054,7,2815.2817085685097,780.0,19008.25087686677,133057.75613806737,0.9279135330876246,0.6510235309634269,3595.2817085685097,66641.03083170175
64410.02373351963,81462,8,2886.332568431591,780.0,17051.97626648037,136415.81013184297,0.8324153361639697,0.6674537807410132,3666.332568431591,68076.35630195122
71972.5657614645,84019,7,1784.1781542612225,780.0,12046.434238535498,84325.03966974848,0.5880630168339687,0.4125846299216577,2564.1781542612225,74536.74391572573
76649.0,76267,15,0.0,780.0,-382.0,-5730.0,-0.01864784781806818,-0.02803568120109904,780.0,77429.0
77734.0,77274,14,0.0,780.0,-460.0,-6440.0,-0.02245552355055331,-0.03150956141973435,780.0,78514.0
84872.0,77907,12,0.0,780.0,-6965.0,-83580.0,-0.3400059163687039,-0.40893930799090017,780.0,85652.0
72243.55744488329,75048,15,890.0603832472551,780.0,2804.442555116708,42066.63832675062,0.13690266487521113,0.20582318696871113,1670.0603832472552,73913.61782813055
66499.45435685906,84208,9,3372.1514230616012,780.0,17708.54564314094,159376.91078826846,0.8644666602947817,0.7797976023867185,4152.151423061601,70651.60577992066
64148.20051324862,75392,9,2141.1015452053175,780.0,11243.799486751377,101194.1953807624,0.5488813134183581,0.4951218501041507,2921.1015452053175,67069.30205845393
69101.54400482986,79811,16,3625.509576835079,780.0,10709.455995170138,171351.2959227222,0.5227966115503421,0.8383857427372813,4405.509576835078,73507.05358166494
81809.0,75752,10,0.0,780.0,-6057.0,-60570.0,-0.29568066553413347,-0.29635623217287416,780.0,82589.0
80140.0,79348,15,0.0,780.0,-792.0,-11880.0,-0.038662553591387434,-0.05812633379913728,780.0,80920.0
67635.05413053761,80619,7,1923.0315060617734,780.0,12983.94586946239,90887.62108623673,0.6338289179365697,0.444693956352534,2703.031506061773,70338.08563659938
81401.64194563203,82223,15,0.0,780.0,821.3580543679709,12320.370815519564,0.04009570681151438,0.06028097529899321,780.0,82181.64194563203
84079.0,80362,13,0.0,780.0,-3717.0,-48321.0,-0.18145039355957968,-0.2364244592178546,780.0,84859.0
75394.07196809593,83955,6,1086.8103354267646,780.0,8560.92803190407,51365.56819142442,0.41791330659785614,0.25132088909739764,1866.8103354267646,77260.8823035227
73622.46295832451,83936,10,2182.1735933938407,780.0,10313.537041675489,103135.37041675489,0.5034692911496692,0.5046196100456197,2962.1735933938407,76584.63655171836
60800.062342482524,81285,5,2167.1367367916914,780.0,20484.937657517476,102424.68828758737,1.0,0.5011423923128695,2947.1367367916914,63747.199079274214
78906.6573785121,83209,12,1092.3653160392614,780.0,4302.3426214879,51628.1114578548,0.2100246870855887,0.252605457914001,1872.3653160392614,80779.02269455136
82163.0,80274,12,0.0,780.0,-1889.0,-22668.0,-0.0922140956239026,-0.11090974196623264,780.0,82943.0
85248.0,83186,14,0.0,780.0,-2062.0,-28868.0,-0.10065932513313244,-0.14124503401628746,780.0,86028.0
64511.30030286678,80896,8,2773.384833567337,780.0,16384.69969713322,131077.59757706575,0.7998413259080841,0.6413350328580397,3553.384833567337,68064.68513643411
83226.0,77097,11,0.0,780.0,-6129.0,-67419.0,-0.2991954431333505,-0.32986694431010405,780.0,84006.0
72863.33725502467,81478,5,911.3599671051801,780.0,8614.662744975329,43073.31372487664,0.42053643945623415,0.21074863732383342,1691.3599671051802,74554.69722212985
80074.0,81743,10,0.0,780.0,1669.0,16690.0,0.08147449740407277,0.08166064908313142,780.0,80854.0
75210.68745985327,81825,14,1959.2705535776072,780.0,6614.312540146726,92600.37556205416,0.3228866326434454,0.4530741026805921,2739.270553577607,77949.95801343088
67782.90748778044,79573,13,3242.9647532010235,780.0,11790.092512219562,153271.2026588543,0.5755493479811926,0.7499236605676585,4022.9647532010235,71805.87224098147
61671.31112297232,76099,5,1526.3299852383693,780.0,14427.688877027678,72138.4443851384,0.704307189909024,0.3529581900741629,2306.3299852383693,63977.64110821069
70585.38012449813,81654,12,2810.3239356236036,780.0,11068.61987550187,132823.43850602244,0.5403296832314233,0.649877064221401,3590.3239356236036,74175.70406012173
77915.45553187825,82045,10,873.7432031966548,780.0,4129.544468121749,41295.44468121749,0.2015893109934023,0.20204989915187338,1653.7432031966548,79569.19873507491
74842.21108924644,84528,15,3074.0287313884965,780.0,9685.78891075356,145286.8336613034,0.4728249151980753,0.7108578274424794,3854.0287313884965,78696.23982063493
76706.0,77392,14,0.0,780.0,686.0,9604.0,0.03348801990365124,0.04699034594334297,780.0,77486.0
85125.0,83520,7,0.0,780.0,-1605.0,-11235.0,-0.07835025064921318,-0.05497048486812351,780.0,85905.0
61273.904211242116,78020,6,2125.917881033838,780.0,16746.095788757884,100476.5747325473,0.8174833660092918,0.49161068366144844,2905.917881033838,64179.82209227595
63942.346772701814,75348,5,1206.6236436367117,780.0,11405.653227298186,57028.26613649093,0.5567824231631278,0.2790272755417263,1986.6236436367117,65928.97041633853
75284.2176817052,81388,16,2066.3347661986327,780.0,6103.782318294805,97660.51709271688,0.2979644078172171,0.47783230770434454,2846.3347661986327,78130.55244790383
66676.19388358308,79298,6,1602.3390557604882,780.0,12621.80611641692,75730.83669850152,0.616150574995039,0.3705350078135568,2382.339055760488,69058.53293934357
75170.61207039493,81097,6,752.3553088683869,780.0,5926.387929605073,35558.327577630436,0.2893046602673078,0.1739793954643447,1532.355308868387,76702.96737926331
81167.65353939113,84797,16,1228.655345007644,780.0,3629.3464606088673,58069.54336974188,0.17717146721591243,0.2841220253765232,2008.655345007644,83176.30888439878
74579.58114139197,84574,12,2537.58416649217,780.0,9994.418858608027,119933.02630329633,0.48789110446427536,0.5868069966705483,3317.58416649217,77897.16530788415
85915.0,79951,15,0.0,780.0,-5964.0,-89460.0,-0.2911407444684781,-0.4377089075480489,780.0,86695.0
69440.7059813883,80344,11,2537.6520403725644,780.0,10903.294018611705,119936.23420472875,0.5322590774207439,0.5868226922555193,3317.6520403725644,72758.35802176085
69573.36917466522,80385,12,2745.074384459937,780.0,10811.630825334782,129739.56990401738,0.5277844143873768,0.6347883457236885,3525.074384459937,73098.44355912515
80842.0,79554,6,0.0,780.0,-1288.0,-7728.0,-0.06287546594154926,-0.03781147370368122,780.0,81622.0
79737.0,84403,4,0.0,780.0,4666.0,18664.0,0.22777711497148204,0.09131901464874564,780.0,80517.0
64151.07647929246,75780,13,3198.633857727494,780.0,11628.92352070754,151176.005769198,0.5676816651887641,0.7396723041886116,3978.633857727494,68129.71033701995
63639.048037794935,83336,7,2917.2841274540815,780.0,19696.951962205065,137878.66373543546,0.9615334101335066,0.67461121482028,3697.2841274540815,67336.33216524901
70561.96722590711,76586,16,2039.336874206484,780.0,6024.0327740928915,96384.52438548626,0.2940713257129302,0.47158914457086376,2819.336874206484,73381.30410011359
67965.79145831814,76027,5,852.8090964048781,780.0,8061.208541681859,40306.042708409295,0.3935188222905619,0.19720896402283516,1632.8090964048781,69598.60055472302
86215.0,83684,12,0.0,780.0,-2531.0,-30372.0,-0.12355419588358788,-0.1486037887329459,780.0,86995.0
79702.18110276645,83722,9,765.4743810091746,780.0,4019.8188972335483,36178.370075101935,0.19623290851258082,0.177013132600513,1545.4743810091745,81247.65548377563
80742.0,79722,16,0.0,780.0,-1020.0,-16320.0,-0.04979268265557473,-0.07985031713820878,780.0,81522.0
79492.0,77768,8,0.0,780.0,-1724.0,-13792.0,-0.08415939695903023,-0.06748134644425095,780.0,80272.0
63887.769497797046,75661,7,1743.7143847859554,780.0,11773.230502202954,82412.61351542067,0.5747262061050239,0.4032275321933194,2523.714384785955,66411.48388258301
81803.0,80602,7,0.0,780.0,-1201.0,-8407.0,-0.05862844300916201,-0.041133677462066254,780.0,82583.0
77902.0,75369,5,0.0,780.0,-2533.0,-12665.0,-0.12365182859467724,-0.06196717319579745,780.0,78682.0
79827.0,80523,5,0.0,780.0,696.0,3480.0,0.03397618345909805,0.017026905860353346,780.0,80607.0
66642.08353310879,78306,15,3701.837265927926,780.0,11663.916466891213,174958.7470033682,0.5693898932912221,0.8560362398481977,4481.837265927927,71123.92079903671
